지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
강원특별자치도 동해시_폰샵,폰샵,강원특별자치도 동해시,강원특별자치도,동해시,010-7517-7717,강원특별자치도 동해시 발한로 63 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 동해시_폰좋아 동해점,폰좋아 동해점,강원특별자치도 동해시,강원특별자치도,동해시,010-2474-4588,강원특별자치도 동해시 천곡로 68 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 동해시_핑크폰,핑크폰,강원특별자치도 동해시,강원특별자치도,동해시,010-5373-1055,강원특별자치도 동해시 동해대로 4833 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 동해시_휴대폰할인마트 대동점,휴대폰할인마트 대동점,강원특별자치도 동해시,강원특별자치도,동해시,010-8384-4145,강원특별자치도 동해시 청운1길 73 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 동해시_휴대폰할인마트 천곡점,휴대폰할인마트 천곡점,강원특별자치도 동해시,강원특별자치도,동해시,010-8289-4145,강원특별자치도 동해시 천곡로 12 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 삼척시_넘버원텔레콤,넘버원텔레콤,강원특별자치도 삼척시,강원특별자치도,삼척시,010-5883-8174,강원특별자치도 삼척시 척주로 9 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 삼척시_삼보통신,삼보통신,강원특별자치도 삼척시,강원특별자치도,삼척시,010-3721-7164,강원특별자치도 삼척시 대학로 27 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 삼척시_원더풀텔레콤,원더풀텔레콤,강원특별자치도 삼척시,강원특별자치도,삼척시,010-3805-9077,강원특별자치도 삼척시 대학로 21-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 속초시_대명통신,대명통신,강원특별자치도 속초시,강원특별자치도,속초시,010-2416-8298,강원특별자치도 속초시 중앙로 145 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 속초시_새로이통신,새로이통신,강원특별자치도 속초시,강원특별자치도,속초시,010-4759-7788,강원특별자치도 속초시 중앙로 277 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 속초시_안드로이중고폰,안드로이중고폰,강원특별자치도 속초시,강원특별자치도,속초시,010-5576-3862,강원특별자치도 속초시 중앙로147번길 16 중앙시장 2층 152호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 속초시_우주통신,우주통신,강원특별자치도 속초시,강원특별자치도,속초시,010-7720-4487,강원특별자치도 속초시 동해대로 4325 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 속초시_이서모바일,이서모바일,강원특별자치도 속초시,강원특별자치도,속초시,010-9525-8244,강원특별자치도 속초시 중앙로 145 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 양구군_와룡컴퍼니 양구점,와룡컴퍼니 양구점,강원특별자치도 양구군,강원특별자치도,양구군,010-6778-6693,강원특별자치도 양구군 양구읍 중심로 196,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 양구군_우리동네휴대폰가게,우리동네휴대폰가게,강원특별자치도 양구군,강원특별자치도,양구군,010-5560-0418,강원특별자치도 양구군 양구읍 중앙길 20 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 영월군_365정보통신,365정보통신,강원특별자치도 영월군,강원특별자치도,영월군,010-9476-8650,강원특별자치도 영월군 영월읍 하송안길 124-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_1995통신,1995통신,강원특별자치도 원주시,강원특별자치도,원주시,010-4442-8228,강원특별자치도 원주시 무실로 107 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_B도로핸드폰사진즉석인화,B도로핸드폰사진즉석인화,강원특별자치도 원주시,강원특별자치도,원주시,010-5612-5432,강원특별자치도 원주시 중앙로 112 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9B%90%EC%A3%BC&tab=place#none
강원특별자치도 원주시_N텔레콤,N텔레콤,강원특별자치도 원주시,강원특별자치도,원주시,010-2162-3757,강원특별자치도 원주시 라옹정길 74-39,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_SH컴퍼니,SH컴퍼니,강원특별자치도 원주시,강원특별자치도,원주시,010-9696-9993,강원특별자치도 원주시 단관길 104-11 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_간지몽텔레콤,간지몽텔레콤,강원특별자치도 원주시,강원특별자치도,원주시,010-7936-7474,강원특별자치도 원주시 상지대길 68 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_딸부자통신,딸부자통신,강원특별자치도 원주시,강원특별자치도,원주시,010-9926-1088,강원특별자치도 원주시 흥양로 4,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_람이통신,람이통신,강원특별자치도 원주시,강원특별자치도,원주시,010-7426-7478,강원특별자치도 원주시 봉화로 65-9 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_메인모바일,메인모바일,강원특별자치도 원주시,강원특별자치도,원주시,010-7334-7730,강원특별자치도 원주시 남원로 660 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_보라텔레콤,보라텔레콤,강원특별자치도 원주시,강원특별자치도,원주시,010-2742-8116,강원특별자치도 원주시 중앙시장길 11 자유시장 지하 1층 18-5,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_수정모바일,수정모바일,강원특별자치도 원주시,강원특별자치도,원주시,010-8505-1422,강원특별자치도 원주시 우산초교길 55 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_신림휴대폰,신림휴대폰,강원특별자치도 원주시,강원특별자치도,원주시,010-2104-6789,강원특별자치도 원주시 신림면 치악로 5 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%9B%90%EC%A3%BC&tab=place#none
강원특별자치도 원주시_안텔레콤샵,안텔레콤샵,강원특별자치도 원주시,강원특별자치도,원주시,010-2918-3914,강원특별자치도 원주시 우산초교길 20-11 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_옆커폰 단계점,옆커폰 단계점,강원특별자치도 원주시,강원특별자치도,원주시,010-2737-5442,강원특별자치도 원주시 서원대로 125-3 102동 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_옆커폰 무실점,옆커폰 무실점,강원특별자치도 원주시,강원특별자치도,원주시,010-7426-7478,강원특별자치도 원주시 시청로 70 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_원주 에이민통신,원주 에이민통신,강원특별자치도 원주시,강원특별자치도,원주시,010-4262-3570,강원특별자치도 원주시 현충로 300 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_플렉스모바일,플렉스모바일,강원특별자치도 원주시,강원특별자치도,원주시,010-2988-7664,강원특별자치도 원주시 영랑길 13 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_한가족통신,한가족통신,강원특별자치도 원주시,강원특별자치도,원주시,010-5808-0278,강원특별자치도 원주시 문막읍 건등로 42 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_해랑정보통신 KT행구직영점,해랑정보통신 KT행구직영점,강원특별자치도 원주시,강원특별자치도,원주시,010-8081-4712,강원특별자치도 원주시 영랑길 20-1 골드클래스 상가동 105호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰성지 무실동 본점,휴대폰성지 무실동 본점,강원특별자치도 원주시,강원특별자치도,원주시,010-3146-3262,강원특별자치도 원주시 능라동길 48 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%B1%EC%A7%80&tab=place#none
강원특별자치도 원주시_휴대폰성지 밴드폰 원주무실점,휴대폰성지 밴드폰 원주무실점,강원특별자치도 원주시,강원특별자치도,원주시,010-3146-3262,강원특별자치도 원주시 시청로 11 채움플러스무실1차 1층 109호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%B1%EC%A7%80&tab=place#none
강원특별자치도 원주시_휴대폰성지 밴드폰 원주반곡점,휴대폰성지 밴드폰 원주반곡점,강원특별자치도 원주시,강원특별자치도,원주시,010-3146-3262,강원특별자치도 원주시 양지로 80 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰쇼핑몰 시청점,휴대폰쇼핑몰 시청점,강원특별자치도 원주시,강원특별자치도,원주시,010-8825-5418,강원특별자치도 원주시 시청로 74 에이스타워 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰쇼핑몰 우산점,휴대폰쇼핑몰 우산점,강원특별자치도 원주시,강원특별자치도,원주시,010-3384-9033,강원특별자치도 원주시 우산로 67 휴대폰성지,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰쇼핑몰 태장점,휴대폰쇼핑몰 태장점,강원특별자치도 원주시,강원특별자치도,원주시,010-4412-0040,강원특별자치도 원주시 현충로 243 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰쇼핑몰열정컴퍼니 반곡점,휴대폰쇼핑몰열정컴퍼니 반곡점,강원특별자치도 원주시,강원특별자치도,원주시,010-4336-9706,강원특별자치도 원주시 늘품로 189 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰올바로 2호점,휴대폰올바로 2호점,강원특별자치도 원주시,강원특별자치도,원주시,010-4134-9003,강원특별자치도 원주시 봉화로 66 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 원주시_휴대폰테크노마트 문막점,휴대폰테크노마트 문막점,강원특별자치도 원주시,강원특별자치도,원주시,010-6438-1019,강원특별자치도 원주시 문막읍 건등로 10-19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 정선군_정선폰,정선폰,강원특별자치도 정선군,강원특별자치도,정선군,010-8282-8170,강원특별자치도 정선군 정선읍 봉양6길 28 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 철원군_비에스모바일,비에스모바일,강원특별자치도 철원군,강원특별자치도,철원군,010-9197-9187,강원특별자치도 철원군 동송읍 이평로53번길 5-4 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_KT 당근통신 강북점,KT 당근통신 강북점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-9594-5422,강원특별자치도 춘천시 충열로 1,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%9C%ED%86%B5&tab=place#none
강원특별자치도 춘천시_그레이스모바일,그레이스모바일,강원특별자치도 춘천시,강원특별자치도,춘천시,010-3652-8889,강원특별자치도 춘천시 안마산로 97 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_더싼폰,더싼폰,강원특별자치도 춘천시,강원특별자치도,춘천시,010-6447-9784,강원특별자치도 춘천시 동내면 공지로 70-51 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_도매샵 2점,도매샵 2점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5585-4860,강원특별자치도 춘천시 퇴계로 241 광원프라자 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_도매샵 본점,도매샵 본점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-4822-7755,강원특별자치도 춘천시 행촌로 50 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_몬스터폰 강원춘천점,몬스터폰 강원춘천점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-4769-9431,강원특별자치도 춘천시 춘주로 89 트리플타워 4층 406호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_소미 휴대폰,소미 휴대폰,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5445-2514,강원특별자치도 춘천시 중앙로 지하 50 지하상가 다열 9호-10호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_슈퍼스타,슈퍼스타,강원특별자치도 춘천시,강원특별자치도,춘천시,010-8078-7341,강원특별자치도 춘천시 방송길 70 온의롯데캐슬스카이클래스 상가동 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_영스타,영스타,강원특별자치도 춘천시,강원특별자치도,춘천시,010-4747-3167,강원특별자치도 춘천시 칠전서길 15-2,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%B6%98%EC%B2%9C&tab=place#none
강원특별자치도 춘천시_영진자이언,영진자이언,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5748-1044,강원특별자치도 춘천시 동내면 영서로 1794 1층 30초커피,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_와룡컴퍼니 명동점,와룡컴퍼니 명동점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-3007-1513,강원특별자치도 춘천시 중앙로67번길 18 브라운가 1동 1층 1107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_우리동네휴대폰가게,우리동네휴대폰가게,강원특별자치도 춘천시,강원특별자치도,춘천시,010-3336-3179,강원특별자치도 춘천시 충열로 10-13 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_정도알엔에이치,정도알엔에이치,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5332-0471,강원특별자치도 춘천시 방송길 77 1층 1227호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_착한모바일,착한모바일,강원특별자치도 춘천시,강원특별자치도,춘천시,010-9999-3138,강원특별자치도 춘천시 동면 만천로 244 춘천장학아이파크 상가동 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_청년폰 성지 춘천점,청년폰 성지 춘천점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5938-2004,강원특별자치도 춘천시 지석로 80 1층 112호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_태호모바일,태호모바일,강원특별자치도 춘천시,강원특별자치도,춘천시,010-9220-7847,강원특별자치도 춘천시 우두1길 140 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_파란텔레콤,파란텔레콤,강원특별자치도 춘천시,강원특별자치도,춘천시,010-5372-7923,강원특별자치도 춘천시 세실로 269 성은타워 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 춘천시_폰여기어때 춘천점,폰여기어때 춘천점,강원특별자치도 춘천시,강원특별자치도,춘천시,010-4884-4481,강원특별자치도 춘천시 지석로 80 1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 태백시_라온통신,라온통신,강원특별자치도 태백시,강원특별자치도,태백시,010-9963-0003,강원특별자치도 태백시 황지로 191-1,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 태백시_휴대폰다모아,휴대폰다모아,강원특별자치도 태백시,강원특별자치도,태백시,010-4232-7717,강원특별자치도 태백시 번영로 369 1층 2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 태백시_휴대폰아울렛,휴대폰아울렛,강원특별자치도 태백시,강원특별자치도,태백시,010-4222-2904,강원특별자치도 태백시 황지로 162 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 화천군_휴대폰오렌지아울렛,휴대폰오렌지아울렛,강원특별자치도 화천군,강원특별자치도,화천군,010-8181-8189,강원특별자치도 화천군 화천읍 중앙로 38,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
강원특별자치도 횡성군_폰마트 1호점,폰마트 1호점,강원특별자치도 횡성군,강원특별자치도,횡성군,010-7741-1661,강원특별자치도 횡성군 횡성읍 문정로 21,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%95%EC%9B%90&tab=place#none
